Designator,Footprint,Quantity,Value,LCSC Part #
H101,PC_104,1,PC_104,
"J1, J5",CT3151SP2,2,CT3151SP-2,
J2,SAMTEC_FTSH-107-01-L-DV-K-A,1,FTSH-107-01-L-DV-K-A,
J3,SAMTEC_ERF8-030-05.0-L-DV-TR,1,ERF8-030-05.0-L-DV-TR,
J4,MOLEX_532611071,1,532611071,
