Designator,Mid X,Mid Y,Rotation,Layer
C1,217.056,-90.4508,270.0,top
H101,202.07,-60.171,0.0,top
J1,160.16,-99.29,0.0,top
J2,225.692,-83.542,90.0,top
J3,178.412,-89.912,270.0,top
J4,243.84,-83.719,90.0,top
J5,160.16,-81.51,0.0,top
S1,208.928,-91.67,0.0,top
